50204	6	
50204	25	
50204	65	
50204	66	
50204	81	
50204	83	
50204	99	
50204	118	
50204	124	
50204	159	
50204	179	
50204	190	
50204	200	
50204	221	
50204	256	
50204	260	
50204	267	
50204	268	
50204	293	
50204	323	
50204	325	
50204	328	
50204	329	
50204	348	
50204	352	
50204	357	
50204	366	
50204	374	
50204	392	
50204	396	
50204	416	
50204	433	
50204	436	
50204	441	
50204	473	
50204	477	
50204	495	
50204	497	
50204	501	
50204	512	
50204	514	
50204	518	
50204	528	
50204	535	
50204	549	
50204	552	
50204	561	
50204	568	
50204	570	
50204	579	
50204	614	
50204	638	
50204	647	
50204	658	
50204	666	
50204	682	
50204	698	
50204	705	
50204	708	
50204	744	
50204	763	
50204	787	
50204	795	
50204	807	
50204	811	
50204	814	
50204	820	
50204	866	
50204	882	
50204	884	
50204	898	
50204	992	
50204	1016	
50204	1021	
50204	1037	
50204	1059	
50204	1079	
50204	1081	
50204	1100	
50204	1114	
50204	1122	
50204	1128	
50204	1131	
50204	1137	
50204	1153	
50204	1168	
50204	1188	
50204	1192	
50204	1194	
50204	1202	
50204	1203	
50204	1207	
50204	1253	
50204	1259	
50204	1267	
50204	1277	
50204	1309	
50204	1340	
50204	1348	
50204	1364	
50204	1370	
50204	1371	
50204	1374	
50204	1388	
50204	1407	
50204	1409	
50204	1415	
50204	1419	
50204	1431	
50204	1444	
50204	1449	
50204	1454	
50204	1470	
50204	1488	
50204	1521	
50204	1537	
50204	1539	
50204	1553	
50204	1582	
50204	1618	
50204	1623	
50204	1637	
50204	1641	
50204	1655	
50204	1697	
50204	1698	
50204	1716	
50204	1739	
50204	1741	
50204	1751	
50204	1756	
50204	1769	
50204	1786	
50204	1795	
50204	1799	
50204	1814	
50204	1827	
50204	1833	
50204	1869	
50204	1885	
50204	1902	
50204	1914	
50204	1916	
50204	1921	
50204	1942	
50204	1964	
50204	1967	
50204	1969	
50204	1979	
50204	1983	
50204	2008	
50204	2024	
50204	2041	
50204	2055	
50204	2112	
50204	2151	
50204	2166	
50204	2169	
50204	2176	
50204	2185	
50204	2188	
50204	2216	
50204	2229	
50204	2255	
50204	2257	
50204	2269	
50204	2270	
50204	2338	
50204	2346	
50204	2347	
50204	2349	
50204	2359	
50204	2373	
50204	2376	
50204	2380	
50204	2384	
50204	2421	
50204	2440	
50204	2465	
50204	2504	
50204	2514	
50204	2522	
50204	2538	
50204	2558	
50204	2566	
50204	2580	
50204	2591	
50204	2629	
50204	2646	
50204	2648	
50204	2680	
50204	2684	
50204	2685	
50204	2689	
50204	2696	
50204	2702	
50204	2722	
50204	2738	
50204	2739	
50204	2753	
50204	2766	
50204	2791	
50204	2792	
50204	2856	
50204	2857	
50204	2860	
50204	2892	
50204	2905	
50204	2934	
50204	2936	
50204	2937	
50204	2941	
50204	2946	
50204	2956	
50204	2961	
50204	2970	
50204	2980	
50204	2987	
50204	3001	
50204	3006	
50204	3020	
50204	3034	
50204	3039	
50204	3076	
50204	3081	
50204	3118	
50204	3122	
50204	3124	
50204	3125	
50204	3147	
50204	3184	
50204	3195	
50204	3206	
50204	3210	
50204	3220	
50204	3247	
50204	3249	
