c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18
0,1,1,A000,1,111000110,,初診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,10000
0,1,1,A000,1,111000110,,初診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,20000
0,1,1,A000,1,111000110,,初診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,30000
0,1,1,A000,1,111012510,,初診料（文書による紹介がない患者）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,40000
0,1,1,A000,1,111012510,,初診料（文書による紹介がない患者）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,50000
0,1,1,A000,1,111012510,,初診料（文書による紹介がない患者）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,60000
0,1,1,A000,1,111012710,,特定妥結率初診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,70000
0,1,1,A000,1,111012710,,特定妥結率初診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,80000
0,1,1,A000,1,111012710,,特定妥結率初診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,90000
0,1,1,A000,1,111011810,,初診料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,100000
0,1,1,A000,1,111011810,,初診料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,110000
0,1,1,A000,1,111011810,,初診料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,120000
0,1,1,A000,1,111012610,,初診料（同一日複数科受診時の２科目・文書による紹介がない患者）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,130000
0,1,1,A000,1,111012610,,初診料（同一日複数科受診時の２科目・文書による紹介がない患者）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,140000
0,1,1,A000,1,111012610,,初診料（同一日複数科受診時の２科目・文書による紹介がない患者）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,150000
0,1,1,A000,1,111012810,,特定妥結率初診料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,160000
0,1,1,A000,1,111012810,,特定妥結率初診料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,170000
0,1,1,A000,1,111012810,,特定妥結率初診料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,180000
0,1,1,A000,2,111011810,,初診料（同一日複数科受診時の２科目）,830100002,,２つ目の診療科（初診料）；,20201001,99999999,1,0,0,0,190000
0,1,1,A000,2,111012610,,初診料（同一日複数科受診時の２科目・文書による紹介がない患者）,830100002,,２つ目の診療科（初診料）；,20201001,99999999,1,0,0,0,200000
0,1,1,A000,2,111012810,,特定妥結率初診料（同一日複数科受診時の２科目）,830100002,,２つ目の診療科（初診料）；,20201001,99999999,1,0,0,0,210000
0,1,2,A001,1,112007410,,再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,220000
0,1,2,A001,1,112007410,,再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,230000
0,1,2,A001,1,112007410,,再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,240000
0,1,2,A001,1,112007950,,電話等再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,250000
0,1,2,A001,1,112007950,,電話等再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,260000
0,1,2,A001,1,112007950,,電話等再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,270000
0,1,2,A001,1,112023350,,電話等再診料（３０年３月以前継続）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,280000
0,1,2,A001,1,112023350,,電話等再診料（３０年３月以前継続）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,290000
0,1,2,A001,1,112023350,,電話等再診料（３０年３月以前継続）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,300000
0,1,2,A001,1,112008350,,同日再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,310000
0,1,2,A001,1,112008350,,同日再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,320000
0,1,2,A001,1,112008350,,同日再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,330000
0,1,2,A001,1,112008850,,同日電話等再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,340000
0,1,2,A001,1,112008850,,同日電話等再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,350000
0,1,2,A001,1,112008850,,同日電話等再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,360000
0,1,2,A001,1,112023450,,同日電話等再診料（３０年３月以前継続）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,370000
0,1,2,A001,1,112023450,,同日電話等再診料（３０年３月以前継続）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,380000
0,1,2,A001,1,112023450,,同日電話等再診料（３０年３月以前継続）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,390000
0,1,2,A001,1,112016610,,特定妥結率再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,400000
0,1,2,A001,1,112016610,,特定妥結率再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,410000
0,1,2,A001,1,112016610,,特定妥結率再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,420000
0,1,2,A001,1,112016750,,電話等特定妥結率再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,430000
0,1,2,A001,1,112016750,,電話等特定妥結率再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,440000
0,1,2,A001,1,112016750,,電話等特定妥結率再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,450000
0,1,2,A001,1,112023650,,電話等特定妥結率再診料（３０年３月以前継続）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,460000
0,1,2,A001,1,112023650,,電話等特定妥結率再診料（３０年３月以前継続）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,470000
0,1,2,A001,1,112023650,,電話等特定妥結率再診料（３０年３月以前継続）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,480000
0,1,2,A001,1,112016850,,同日特定妥結率再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,490000
0,1,2,A001,1,112016850,,同日特定妥結率再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,500000
0,1,2,A001,1,112016850,,同日特定妥結率再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,510000
0,1,2,A001,1,112016950,,同日電話等特定妥結率再診料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,520000
0,1,2,A001,1,112016950,,同日電話等特定妥結率再診料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,530000
0,1,2,A001,1,112016950,,同日電話等特定妥結率再診料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,540000
0,1,2,A001,1,112023750,,同日電話等特定妥結率再診料（３０年３月以前継続）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,550000
0,1,2,A001,1,112023750,,同日電話等特定妥結率再診料（３０年３月以前継続）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,560000
0,1,2,A001,1,112023750,,同日電話等特定妥結率再診料（３０年３月以前継続）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,570000
0,1,2,A001,1,112015810,,再診料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,580000
0,1,2,A001,1,112015810,,再診料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,590000
0,1,2,A001,1,112015810,,再診料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,600000
0,1,2,A001,1,112017010,,特定妥結率再診料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,610000
0,1,2,A001,1,112017010,,特定妥結率再診料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,620000
0,1,2,A001,1,112017010,,特定妥結率再診料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,630000
0,1,2,A001,1,112015950,,電話等再診料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,640000
0,1,2,A001,1,112015950,,電話等再診料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,650000
0,1,2,A001,1,112015950,,電話等再診料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,660000
0,1,2,A001,1,112023550,,電話等再診料（同一日複数科受診時の２科目）（３０年３月以前継続）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,670000
0,1,2,A001,1,112023550,,電話等再診料（同一日複数科受診時の２科目）（３０年３月以前継続）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,680000
0,1,2,A001,1,112023550,,電話等再診料（同一日複数科受診時の２科目）（３０年３月以前継続）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,690000
0,1,2,A001,1,112017150,,電話等特定妥結率再診料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,700000
0,1,2,A001,1,112017150,,電話等特定妥結率再診料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,710000
0,1,2,A001,1,112017150,,電話等特定妥結率再診料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,720000
0,1,2,A001,1,112023850,,電話等特定妥結率再診料（同一日複数科２科目・３０年３月以前継続）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,730000
0,1,2,A001,1,112023850,,電話等特定妥結率再診料（同一日複数科２科目・３０年３月以前継続）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,740000
0,1,2,A001,1,112023850,,電話等特定妥結率再診料（同一日複数科２科目・３０年３月以前継続）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,750000
0,1,2,A001,3,112015810,,再診料（同一日複数科受診時の２科目）,830100003,,２つ目の診療科（再診料）；,20201001,99999999,1,0,0,0,760000
0,1,2,A001,3,112017010,,特定妥結率再診料（同一日複数科受診時の２科目）,830100003,,２つ目の診療科（再診料）；,20201001,99999999,1,0,0,0,770000
0,1,2,A001,3,112015950,,電話等再診料（同一日複数科受診時の２科目）,830100003,,２つ目の診療科（再診料）；,20201001,99999999,1,0,0,0,780000
0,1,2,A001,3,112023550,,電話等再診料（同一日複数科受診時の２科目）（３０年３月以前継続）,830100003,,２つ目の診療科（再診料）；,20201001,99999999,1,0,0,0,790000
0,1,2,A001,3,112017150,,電話等特定妥結率再診料（同一日複数科受診時の２科目）,830100003,,２つ目の診療科（再診料）；,20201001,99999999,1,0,0,0,800000
0,1,2,A001,3,112023850,,電話等特定妥結率再診料（同一日複数科２科目・３０年３月以前継続）,830100003,,２つ目の診療科（再診料）；,20201001,99999999,1,0,0,0,810000
0,1,3,A001,0,112000970,,乳幼児加算（再診）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1360000
0,1,3,A001,0,112014770,,乳幼児時間外加算（再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1370000
0,1,3,A001,0,112014870,,乳幼児休日加算（再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1380000
0,1,3,A001,0,112014970,,乳幼児深夜加算（再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1390000
0,1,3,A001,0,112015070,,乳幼児時間外特例医療機関加算（再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1400000
0,1,3,A001,0,112014170,,乳幼児夜間加算（小児科再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1410000
0,1,3,A001,0,112014270,,乳幼児休日加算（小児科再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1420000
0,1,3,A001,0,112014370,,乳幼児深夜加算（小児科再診）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1430000
0,1,4,A002,1,112011310,,外来診療料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1520000
0,1,4,A002,1,112011310,,外来診療料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1530000
0,1,4,A002,1,112011310,,外来診療料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1540000
0,1,4,A002,1,112011710,,同日外来診療料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1550000
0,1,4,A002,1,112011710,,同日外来診療料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1560000
0,1,4,A002,1,112011710,,同日外来診療料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1570000
0,1,4,A002,1,112016310,,外来診療料（他医療機関へ文書紹介の申出を行っている患者）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1580000
0,1,4,A002,1,112016310,,外来診療料（他医療機関へ文書紹介の申出を行っている患者）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1590000
0,1,4,A002,1,112016310,,外来診療料（他医療機関へ文書紹介の申出を行っている患者）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1600000
0,1,4,A002,1,112016550,,同日外来診療料（他医療機関へ文書紹介の申出を行っている患者）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1610000
0,1,4,A002,1,112016550,,同日外来診療料（他医療機関へ文書紹介の申出を行っている患者）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1620000
0,1,4,A002,1,112016550,,同日外来診療料（他医療機関へ文書紹介の申出を行っている患者）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1630000
0,1,4,A002,1,112017310,,特定妥結率外来診療料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1640000
0,1,4,A002,1,112017310,,特定妥結率外来診療料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1650000
0,1,4,A002,1,112017310,,特定妥結率外来診療料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1660000
0,1,4,A002,1,112017450,,同日特定妥結率外来診療料,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1670000
0,1,4,A002,1,112017450,,同日特定妥結率外来診療料,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1680000
0,1,4,A002,1,112017450,,同日特定妥結率外来診療料,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1690000
0,1,4,A002,1,112016210,,外来診療料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1700000
0,1,4,A002,1,112016210,,外来診療料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1710000
0,1,4,A002,1,112016210,,外来診療料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1720000
0,1,4,A002,1,112016410,,外来診療料（同一日複数科受診時の２科目・文書紹介申出患者）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1730000
0,1,4,A002,1,112016410,,外来診療料（同一日複数科受診時の２科目・文書紹介申出患者）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1740000
0,1,4,A002,1,112016410,,外来診療料（同一日複数科受診時の２科目・文書紹介申出患者）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1750000
0,1,4,A002,1,112017610,,特定妥結率外来診療料（同一日複数科受診時の２科目）,820100001,,ア　初診又は再診時に行った検査、画像診断の結果のみを聞きに来院,20200401,99999999,0,1,0,0,1760000
0,1,4,A002,1,112017610,,特定妥結率外来診療料（同一日複数科受診時の２科目）,820100002,,イ　往診等の後に薬剤のみを取りに来院,20200401,99999999,0,1,0,0,1770000
0,1,4,A002,1,112017610,,特定妥結率外来診療料（同一日複数科受診時の２科目）,820100003,,ウ　一旦帰宅し、後刻又は後日検査、画像診断、手術等を受けに来院,20200401,99999999,0,1,0,0,1780000
0,1,4,A002,2,112016210,,外来診療料（同一日複数科受診時の２科目）,830100004,,２つ目の診療科（外来診療料）；,20201001,99999999,1,0,0,0,1790000
0,1,4,A002,2,112016410,,外来診療料（同一日複数科受診時の２科目・文書紹介申出患者）,830100004,,２つ目の診療科（外来診療料）；,20201001,99999999,1,0,0,0,1800000
0,1,4,A002,2,112017610,,特定妥結率外来診療料（同一日複数科受診時の２科目）,830100004,,２つ目の診療科（外来診療料）；,20201001,99999999,1,0,0,0,1810000
0,1,5,A002,0,112006270,,乳幼児加算（外来診療料）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1820000
0,1,5,A002,0,112015170,,乳幼児時間外加算（外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1830000
0,1,5,A002,0,112015270,,乳幼児休日加算（外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1840000
0,1,5,A002,0,112015370,,乳幼児深夜加算（外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1850000
0,1,5,A002,0,112015470,,乳幼児時間外特例医療機関加算（外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1860000
0,1,5,A002,0,112014470,,乳幼児夜間加算（小児科・外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1870000
0,1,5,A002,0,112014570,,乳幼児休日加算（小児科・外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1880000
0,1,5,A002,0,112014670,,乳幼児深夜加算（小児科・外来診療料）（入院外）,820100005,,月の途中まで乳幼児,20200401,99999999,0,1,0,0,1890000
0,1,6,A003,0,112023210,,オンライン診療料,850100001,,特定疾患療養管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2170000
0,1,6,A003,0,112023210,,オンライン診療料,850100002,,小児科療養指導料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2180000
0,1,6,A003,0,112023210,,オンライン診療料,850100003,,てんかん指導料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2190000
0,1,6,A003,0,112023210,,オンライン診療料,850100004,,難病外来指導管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2200000
0,1,6,A003,0,112023210,,オンライン診療料,850100005,,糖尿病透析予防指導管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2210000
0,1,6,A003,0,112023210,,オンライン診療料,850100006,,地域包括診療料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2220000
0,1,6,A003,0,112023210,,オンライン診療料,850100007,,認知症地域包括診療料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2230000
0,1,6,A003,0,112023210,,オンライン診療料,850100008,,生活習慣病管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2240000
0,1,6,A003,0,112023210,,オンライン診療料,850100009,,在宅時医学総合管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2250000
0,1,6,A003,0,112023210,,オンライン診療料,850100010,,精神科在宅患者支援管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2260000
0,1,6,A003,0,112023210,,オンライン診療料,850100011,,在宅自己注射指導管理料の算定を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2270000
0,1,6,A003,0,112023210,,オンライン診療料,850100012,,頭痛患者に対する対面診療を開始した年月日（オンライン診療料）,20201001,99999999,1,0,0,0,2280000
0,1,7,A100,1,190142970,,救急・在宅等支援病床初期加算（地域一般入院基本料）,830100005,,入院元（一般病棟入院基本料）（救急・在宅等支援病床初期加算）；,20201001,99999999,1,0,0,0,2370000
0,1,7,A100,2,190142970,,救急・在宅等支援病床初期加算（地域一般入院基本料）,830100006,,算定対象である旨及び転院（転棟）回数（救急・在宅等支援病床初期加算）；,20201001,99999999,0,0,0,0,2380000
0,1,7,A100,3,190142970,,救急・在宅等支援病床初期加算（地域一般入院基本料）,830100007,,直近の入院医療機関名及び退院年月日（救急・在宅等支援病床初期加算）；,20201001,99999999,0,0,0,0,2390000
0,1,8,A101,1,190132210,,療養病棟入院料１（入院料Ｉ）,830100008,,他の病棟又は病床へ移動させた医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2400000
0,1,8,A101,1,190132310,,療養病棟入院料１（入院料Ｉ）（生活療養）,830100008,,他の病棟又は病床へ移動させた医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2410000
0,1,8,A101,1,190134010,,療養病棟入院料２（入院料Ｉ）,830100008,,他の病棟又は病床へ移動させた医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2420000
0,1,8,A101,1,190134110,,療養病棟入院料２（入院料Ｉ）（生活療養）,830100008,,他の病棟又は病床へ移動させた医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2430000
0,1,8,A101,2,190132210,,療養病棟入院料１（入院料Ｉ）,830100009,,医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2440000
0,1,8,A101,2,190132310,,療養病棟入院料１（入院料Ｉ）（生活療養）,830100009,,医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2450000
0,1,8,A101,2,190134010,,療養病棟入院料２（入院料Ｉ）,830100009,,医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2460000
0,1,8,A101,2,190134110,,療養病棟入院料２（入院料Ｉ）（生活療養）,830100009,,医療上の必要性（療養病棟入院基本料）；,20201001,99999999,0,0,0,0,2470000
0,1,8,A101,3,190132210,,療養病棟入院料１（入院料Ｉ）,820100392,,非該当患者（療養病棟入院基本料）,20201001,99999999,0,0,0,0,2480000
0,1,8,A101,3,190132310,,療養病棟入院料１（入院料Ｉ）（生活療養）,820100392,,非該当患者（療養病棟入院基本料）,20201001,99999999,0,0,0,0,2490000
0,1,8,A101,3,190134010,,療養病棟入院料２（入院料Ｉ）,820100392,,非該当患者（療養病棟入院基本料）,20201001,99999999,0,0,0,0,2500000
0,1,8,A101,3,190134110,,療養病棟入院料２（入院料Ｉ）（生活療養）,820100392,,非該当患者（療養病棟入院基本料）,20201001,99999999,0,0,0,0,2510000
0,1,9,A101,1,190201770,,急性期患者支援療養病床初期加算（療養病棟入院基本料）,830100010,,入院元（急性期患者支援療養病床初期加算）；,20201001,99999999,1,0,0,0,2620000
0,1,9,A101,2,190201870,,在宅患者支援療養病床初期加算（療養病棟入院基本料）,830100011,,入院元（在宅患者支援療養病床初期加算）；,20201001,99999999,1,0,0,0,2630000
0,1,9,A101,3,190201770,,急性期患者支援療養病床初期加算（療養病棟入院基本料）,830100012,,算定対象である旨及び転院（転棟）回数（急性期患者支援療養病床初期加算）；,20201001,99999999,0,0,0,0,2640000
0,1,9,A101,4,190201870,,在宅患者支援療養病床初期加算（療養病棟入院基本料）,830100013,,算定対象である旨及び転院（転棟）回数（在宅患者支援療養病床初期加算）；,20201001,99999999,0,0,0,0,2650000
0,1,9,A101,5,190201770,,急性期患者支援療養病床初期加算（療養病棟入院基本料）,830100014,,直近の入院医療機関名及び退院年月日（急性期患者支援療養病床初期加算）；,20201001,99999999,0,0,0,0,2660000
